variable,label
CYCLOPHOSPHAMIDE(10.0)---ABT-888(0.35),0
CYCLOPHOSPHAMIDE(10.0)---ABT-888(1.08),0
CYCLOPHOSPHAMIDE(10.0)---ABT-888(10.0),0
CYCLOPHOSPHAMIDE(10.0)---ABT-888(3.25),0
CYCLOPHOSPHAMIDE(10.0)---AMIFOSTINE(0.0),0
CYCLOPHOSPHAMIDE(10.0)---AMIFOSTINE(1.0),0
CYCLOPHOSPHAMIDE(10.0)---AMIFOSTINE(10.0),0
CYCLOPHOSPHAMIDE(10.0)---AMIFOSTINE(100.0),0
CYCLOPHOSPHAMIDE(10.0)---ARSENIC TRIOXIDE(0.0),0
CYCLOPHOSPHAMIDE(10.0)---ARSENIC TRIOXIDE(0.06),0
CYCLOPHOSPHAMIDE(10.0)---ARSENIC TRIOXIDE(0.6),0
CYCLOPHOSPHAMIDE(10.0)---AZD1775(0.0),0
CYCLOPHOSPHAMIDE(10.0)---AZD1775(0.0325),0
CYCLOPHOSPHAMIDE(10.0)---AZD1775(0.08),0
CYCLOPHOSPHAMIDE(10.0)---BEZ-235(0.0),0
CYCLOPHOSPHAMIDE(10.0)---BEZ-235(0.0045),0
CYCLOPHOSPHAMIDE(10.0)---BORTEZOMIB(0.0),0
CYCLOPHOSPHAMIDE(10.0)---BORTEZOMIB(0.00045),0
CYCLOPHOSPHAMIDE(10.0)---BORTEZOMIB(0.002),0
CYCLOPHOSPHAMIDE(10.0)---BORTEZOMIB(0.003),0
CYCLOPHOSPHAMIDE(10.0)---BORTEZOMIB(0.03),0
CYCLOPHOSPHAMIDE(10.0)---CARMUSTINE(0.0),0
CYCLOPHOSPHAMIDE(10.0)---CARMUSTINE(0.2),0
CYCLOPHOSPHAMIDE(10.0)---CARMUSTINE(2.0),0
CYCLOPHOSPHAMIDE(10.0)---CARMUSTINE(20.0),0
CYCLOPHOSPHAMIDE(10.0)---CISPLATINO(0.0),0
CYCLOPHOSPHAMIDE(10.0)---CISPLATINO(0.2),0
CYCLOPHOSPHAMIDE(10.0)---CISPLATINO(2.0),0
CYCLOPHOSPHAMIDE(10.0)---CO-V(0.0),0
CYCLOPHOSPHAMIDE(10.0)---CO-V(0.01),0
CYCLOPHOSPHAMIDE(10.0)---CO-V(0.1),0
CYCLOPHOSPHAMIDE(10.0)---CO-V(1.0),0
CYCLOPHOSPHAMIDE(10.0)---DASATINIB(0.0),0
CYCLOPHOSPHAMIDE(10.0)---DASATINIB(0.024),0
CYCLOPHOSPHAMIDE(10.0)---DASATINIB(0.12),0
CYCLOPHOSPHAMIDE(10.0)---DASATINIB(0.6),0
CYCLOPHOSPHAMIDE(10.0)---DASATINIB(3.0),0
CYCLOPHOSPHAMIDE(10.0)---DINACICLIB(0.0),0
CYCLOPHOSPHAMIDE(10.0)---DINACICLIB(0.000925),0
CYCLOPHOSPHAMIDE(10.0)---DINACICLIB(0.00325),0
CYCLOPHOSPHAMIDE(10.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.0),0
CYCLOPHOSPHAMIDE(10.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.05),0
CYCLOPHOSPHAMIDE(10.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),0
CYCLOPHOSPHAMIDE(10.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),0
CYCLOPHOSPHAMIDE(10.0)---EMCYT (PHARMACIA)(0.0),0
CYCLOPHOSPHAMIDE(10.0)---EMCYT (PHARMACIA)(1.0),0
CYCLOPHOSPHAMIDE(10.0)---EMCYT (PHARMACIA)(10.0),0
CYCLOPHOSPHAMIDE(10.0)---EMCYT (PHARMACIA)(100.0),0
CYCLOPHOSPHAMIDE(10.0)---ERLOTINIB HYDROCHLORIDE(0.0),0
CYCLOPHOSPHAMIDE(10.0)---ERLOTINIB HYDROCHLORIDE(0.02),0
CYCLOPHOSPHAMIDE(10.0)---ERLOTINIB HYDROCHLORIDE(0.2),0
CYCLOPHOSPHAMIDE(10.0)---ERLOTINIB HYDROCHLORIDE(2.0),0
CYCLOPHOSPHAMIDE(10.0)---ERLOTINIB(0.0),0
CYCLOPHOSPHAMIDE(10.0)---ERLOTINIB(0.055),0
CYCLOPHOSPHAMIDE(10.0)---ERLOTINIB(0.245),0
CYCLOPHOSPHAMIDE(10.0)---ERLOTINIB(1.1),0
CYCLOPHOSPHAMIDE(10.0)---GELDANAMYCIN(0.0),0
CYCLOPHOSPHAMIDE(10.0)---GELDANAMYCIN(0.0223),0
CYCLOPHOSPHAMIDE(10.0)---IFOSFAMIDE(0.0),0
CYCLOPHOSPHAMIDE(10.0)---IFOSFAMIDE(1.0),0
CYCLOPHOSPHAMIDE(10.0)---IFOSFAMIDE(10.0),0
CYCLOPHOSPHAMIDE(10.0)---IFOSFAMIDE(100.0),0
CYCLOPHOSPHAMIDE(10.0)---IMIQUIMOD(0.0),0
CYCLOPHOSPHAMIDE(10.0)---IMIQUIMOD(0.0007),0
CYCLOPHOSPHAMIDE(10.0)---IMIQUIMOD(0.007),0
CYCLOPHOSPHAMIDE(10.0)---IMIQUIMOD(0.07),0
CYCLOPHOSPHAMIDE(10.0)---IXABEPILONE(0.0),0
CYCLOPHOSPHAMIDE(10.0)---IXABEPILONE(0.003),0
CYCLOPHOSPHAMIDE(10.0)---L778123(0.0),0
CYCLOPHOSPHAMIDE(10.0)---L778123(0.325),0
CYCLOPHOSPHAMIDE(10.0)---L778123(0.8),0
CYCLOPHOSPHAMIDE(10.0)---LAPATINIB(0.0),0
CYCLOPHOSPHAMIDE(10.0)---LAPATINIB(0.055),0
CYCLOPHOSPHAMIDE(10.0)---LAPATINIB(0.245),0
CYCLOPHOSPHAMIDE(10.0)---MK-2206(0.0),0
CYCLOPHOSPHAMIDE(10.0)---MK-4827(0.0),0
CYCLOPHOSPHAMIDE(10.0)---MK-4827(0.223),0
CYCLOPHOSPHAMIDE(10.0)---MK-4827(0.775),0
CYCLOPHOSPHAMIDE(10.0)---MK-4827(2.75),0
CYCLOPHOSPHAMIDE(10.0)---MK-5108(0.0),0
CYCLOPHOSPHAMIDE(10.0)---MK-5108(0.075),0
CYCLOPHOSPHAMIDE(10.0)---MK-5108(0.225),0
CYCLOPHOSPHAMIDE(10.0)---MK-8669(0.0),0
CYCLOPHOSPHAMIDE(10.0)---MK-8669(0.00011),0
CYCLOPHOSPHAMIDE(10.0)---MK-8776(0.0),0
CYCLOPHOSPHAMIDE(10.0)---MK-8776(0.0925),0
CYCLOPHOSPHAMIDE(10.0)---NSC-127716(0.0),0
CYCLOPHOSPHAMIDE(10.0)---NSC-127716(0.003),0
CYCLOPHOSPHAMIDE(10.0)---NSC-127716(0.03),0
CYCLOPHOSPHAMIDE(10.0)---NSC-127716(0.3),0
CYCLOPHOSPHAMIDE(10.0)---PD325901(0.0),0
CYCLOPHOSPHAMIDE(10.0)---PD325901(0.0011),0
CYCLOPHOSPHAMIDE(10.0)---PD325901(0.005),0
CYCLOPHOSPHAMIDE(10.0)---PD325901(0.0223),0
CYCLOPHOSPHAMIDE(10.0)---PD325901(0.1),0
CYCLOPHOSPHAMIDE(10.0)---SORAFENIB(0.0),0
CYCLOPHOSPHAMIDE(10.0)---SORAFENIB(2.5),0
CYCLOPHOSPHAMIDE(10.0)---SORAFENIB(5.0),0
CYCLOPHOSPHAMIDE(10.0)---SUNITINIB(0.0),0
CYCLOPHOSPHAMIDE(10.0)---SUNITINIB(0.625),0
CYCLOPHOSPHAMIDE(10.0)---SUNITINIB(1.25),0
CYCLOPHOSPHAMIDE(10.0)---SUNITINIB(2.5),0
CYCLOPHOSPHAMIDE(10.0)---TEMOZOLOMIDE(0.0),0
CYCLOPHOSPHAMIDE(10.0)---TEMOZOLOMIDE(12.3),0
CYCLOPHOSPHAMIDE(10.0)---TEMOZOLOMIDE(2.75),0
CYCLOPHOSPHAMIDE(10.0)---TEMOZOLOMIDE(250.0),0
CYCLOPHOSPHAMIDE(10.0)---TEMOZOLOMIDE(55.0),0
CYCLOPHOSPHAMIDE(10.0)---TOPOTECAN HYDROCHLORIDE(0.0),0
CYCLOPHOSPHAMIDE(10.0)---TOPOTECAN HYDROCHLORIDE(0.001),0
CYCLOPHOSPHAMIDE(10.0)---TOPOTECAN HYDROCHLORIDE(0.01),0
CYCLOPHOSPHAMIDE(10.0)---TOPOTECAN HYDROCHLORIDE(0.1),0
CYCLOPHOSPHAMIDE(10.0)---ZOLINZA(0.0),0
CYCLOPHOSPHAMIDE(10.0)---ZOLINZA(0.0925),0
CYCLOPHOSPHAMIDE(10.0)---ZOLINZA(0.325),0
CYCLOPHOSPHAMIDE(100.0)---AMIFOSTINE(0.0),0
CYCLOPHOSPHAMIDE(100.0)---AMIFOSTINE(1.0),0
CYCLOPHOSPHAMIDE(100.0)---ARSENIC TRIOXIDE(0.0),0
CYCLOPHOSPHAMIDE(100.0)---ARSENIC TRIOXIDE(0.06),0
CYCLOPHOSPHAMIDE(100.0)---ARSENIC TRIOXIDE(0.6),0
CYCLOPHOSPHAMIDE(100.0)---BORTEZOMIB(0.0),0
CYCLOPHOSPHAMIDE(100.0)---BORTEZOMIB(0.003),0
CYCLOPHOSPHAMIDE(100.0)---BORTEZOMIB(0.03),0
CYCLOPHOSPHAMIDE(100.0)---CARMUSTINE(0.0),0
CYCLOPHOSPHAMIDE(100.0)---CARMUSTINE(0.2),0
CYCLOPHOSPHAMIDE(100.0)---CARMUSTINE(2.0),0
CYCLOPHOSPHAMIDE(100.0)---CARMUSTINE(20.0),0
CYCLOPHOSPHAMIDE(100.0)---CISPLATINO(0.0),0
CYCLOPHOSPHAMIDE(100.0)---CISPLATINO(0.2),0
CYCLOPHOSPHAMIDE(100.0)---CISPLATINO(2.0),0
CYCLOPHOSPHAMIDE(100.0)---CO-V(0.0),0
CYCLOPHOSPHAMIDE(100.0)---CO-V(0.01),0
CYCLOPHOSPHAMIDE(100.0)---CO-V(0.1),0
CYCLOPHOSPHAMIDE(100.0)---CO-V(1.0),0
CYCLOPHOSPHAMIDE(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.0),0
CYCLOPHOSPHAMIDE(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.05),0
CYCLOPHOSPHAMIDE(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),0
CYCLOPHOSPHAMIDE(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),0
CYCLOPHOSPHAMIDE(100.0)---EMCYT (PHARMACIA)(0.0),0
CYCLOPHOSPHAMIDE(100.0)---EMCYT (PHARMACIA)(1.0),0
CYCLOPHOSPHAMIDE(100.0)---EMCYT (PHARMACIA)(10.0),0
CYCLOPHOSPHAMIDE(100.0)---EMCYT (PHARMACIA)(100.0),0
CYCLOPHOSPHAMIDE(100.0)---ERLOTINIB HYDROCHLORIDE(0.0),0
CYCLOPHOSPHAMIDE(100.0)---ERLOTINIB HYDROCHLORIDE(0.02),0
CYCLOPHOSPHAMIDE(100.0)---ERLOTINIB HYDROCHLORIDE(0.2),0
CYCLOPHOSPHAMIDE(100.0)---ERLOTINIB HYDROCHLORIDE(2.0),0
CYCLOPHOSPHAMIDE(100.0)---IFOSFAMIDE(0.0),0
CYCLOPHOSPHAMIDE(100.0)---IFOSFAMIDE(1.0),0
CYCLOPHOSPHAMIDE(100.0)---IFOSFAMIDE(10.0),0
CYCLOPHOSPHAMIDE(100.0)---IFOSFAMIDE(100.0),0
CYCLOPHOSPHAMIDE(100.0)---IMIQUIMOD(0.0),0
CYCLOPHOSPHAMIDE(100.0)---IMIQUIMOD(0.0007),0
CYCLOPHOSPHAMIDE(100.0)---IMIQUIMOD(0.007),0
CYCLOPHOSPHAMIDE(100.0)---IMIQUIMOD(0.07),0
CYCLOPHOSPHAMIDE(100.0)---IXABEPILONE(0.0),0
CYCLOPHOSPHAMIDE(100.0)---IXABEPILONE(0.003),0
CYCLOPHOSPHAMIDE(100.0)---NSC-127716(0.0),0
CYCLOPHOSPHAMIDE(100.0)---NSC-127716(0.003),0
CYCLOPHOSPHAMIDE(100.0)---NSC-127716(0.03),0
CYCLOPHOSPHAMIDE(100.0)---NSC-127716(0.3),0
CYCLOPHOSPHAMIDE(100.0)---TOPOTECAN HYDROCHLORIDE(0.0),0
CYCLOPHOSPHAMIDE(100.0)---TOPOTECAN HYDROCHLORIDE(0.001),0
CYCLOPHOSPHAMIDE(100.0)---TOPOTECAN HYDROCHLORIDE(0.01),0
CYCLOPHOSPHAMIDE(100.0)---TOPOTECAN HYDROCHLORIDE(0.1),0
CYCLOPHOSPHAMIDE(3.25)---ABT-888(0.0),0
CYCLOPHOSPHAMIDE(3.25)---ABT-888(0.35),0
CYCLOPHOSPHAMIDE(3.25)---ABT-888(1.08),0
CYCLOPHOSPHAMIDE(3.25)---ABT-888(10.0),0
CYCLOPHOSPHAMIDE(3.25)---ABT-888(3.25),0
CYCLOPHOSPHAMIDE(3.25)---AZD1775(0.0),0
CYCLOPHOSPHAMIDE(3.25)---AZD1775(0.0325),0
CYCLOPHOSPHAMIDE(3.25)---AZD1775(0.08),0
CYCLOPHOSPHAMIDE(3.25)---AZD1775(0.2),0
CYCLOPHOSPHAMIDE(3.25)---BEZ-235(0.0),0
CYCLOPHOSPHAMIDE(3.25)---BEZ-235(0.0045),0
CYCLOPHOSPHAMIDE(3.25)---BORTEZOMIB(0.0),0
CYCLOPHOSPHAMIDE(3.25)---BORTEZOMIB(0.00045),0
CYCLOPHOSPHAMIDE(3.25)---BORTEZOMIB(0.002),0
CYCLOPHOSPHAMIDE(3.25)---DASATINIB(0.0),0
CYCLOPHOSPHAMIDE(3.25)---DASATINIB(0.024),0
CYCLOPHOSPHAMIDE(3.25)---DASATINIB(0.12),0
CYCLOPHOSPHAMIDE(3.25)---DASATINIB(0.6),0
CYCLOPHOSPHAMIDE(3.25)---DASATINIB(3.0),0
CYCLOPHOSPHAMIDE(3.25)---DINACICLIB(0.0),0
CYCLOPHOSPHAMIDE(3.25)---DINACICLIB(0.000925),0
CYCLOPHOSPHAMIDE(3.25)---DINACICLIB(0.00325),0
CYCLOPHOSPHAMIDE(3.25)---ERLOTINIB(0.0),0
CYCLOPHOSPHAMIDE(3.25)---ERLOTINIB(0.055),0
CYCLOPHOSPHAMIDE(3.25)---ERLOTINIB(0.245),0
CYCLOPHOSPHAMIDE(3.25)---ERLOTINIB(1.1),0
CYCLOPHOSPHAMIDE(3.25)---GELDANAMYCIN(0.0),0
CYCLOPHOSPHAMIDE(3.25)---GELDANAMYCIN(0.0223),0
CYCLOPHOSPHAMIDE(3.25)---L778123(0.0),0
CYCLOPHOSPHAMIDE(3.25)---L778123(0.325),0
CYCLOPHOSPHAMIDE(3.25)---L778123(0.8),0
CYCLOPHOSPHAMIDE(3.25)---LAPATINIB(0.0),0
CYCLOPHOSPHAMIDE(3.25)---LAPATINIB(0.055),0
CYCLOPHOSPHAMIDE(3.25)---LAPATINIB(0.245),0
CYCLOPHOSPHAMIDE(3.25)---MK-2206(0.0),0
CYCLOPHOSPHAMIDE(3.25)---MK-2206(0.045),0
CYCLOPHOSPHAMIDE(3.25)---MK-4827(0.0),0
CYCLOPHOSPHAMIDE(3.25)---MK-4827(0.223),0
CYCLOPHOSPHAMIDE(3.25)---MK-4827(0.775),0
CYCLOPHOSPHAMIDE(3.25)---MK-4827(2.75),0
CYCLOPHOSPHAMIDE(3.25)---MK-5108(0.0),0
CYCLOPHOSPHAMIDE(3.25)---MK-5108(0.075),0
CYCLOPHOSPHAMIDE(3.25)---MK-5108(0.225),0
CYCLOPHOSPHAMIDE(3.25)---MK-5108(0.675),0
CYCLOPHOSPHAMIDE(3.25)---MK-8669(0.0),0
CYCLOPHOSPHAMIDE(3.25)---MK-8669(0.00011),0
CYCLOPHOSPHAMIDE(3.25)---MK-8669(0.0005),0
CYCLOPHOSPHAMIDE(3.25)---MK-8776(0.0),0
CYCLOPHOSPHAMIDE(3.25)---MK-8776(0.0925),0
CYCLOPHOSPHAMIDE(3.25)---MK-8776(0.325),0
CYCLOPHOSPHAMIDE(3.25)---PD325901(0.0),0
CYCLOPHOSPHAMIDE(3.25)---PD325901(0.0011),0
CYCLOPHOSPHAMIDE(3.25)---PD325901(0.005),0
CYCLOPHOSPHAMIDE(3.25)---PD325901(0.0223),0
CYCLOPHOSPHAMIDE(3.25)---PD325901(0.1),0
CYCLOPHOSPHAMIDE(3.25)---SORAFENIB(0.0),0
CYCLOPHOSPHAMIDE(3.25)---SORAFENIB(2.5),0
CYCLOPHOSPHAMIDE(3.25)---SUNITINIB(0.0),0
CYCLOPHOSPHAMIDE(3.25)---SUNITINIB(0.625),0
CYCLOPHOSPHAMIDE(3.25)---SUNITINIB(1.25),0
CYCLOPHOSPHAMIDE(3.25)---SUNITINIB(2.5),0
CYCLOPHOSPHAMIDE(3.25)---TEMOZOLOMIDE(0.0),0
CYCLOPHOSPHAMIDE(3.25)---TEMOZOLOMIDE(12.3),0
CYCLOPHOSPHAMIDE(3.25)---TEMOZOLOMIDE(2.75),0
CYCLOPHOSPHAMIDE(3.25)---TEMOZOLOMIDE(250.0),0
CYCLOPHOSPHAMIDE(3.25)---TEMOZOLOMIDE(55.0),0
CYCLOPHOSPHAMIDE(3.25)---ZOLINZA(0.0),0
CYCLOPHOSPHAMIDE(3.25)---ZOLINZA(0.0925),0
CYCLOPHOSPHAMIDE(3.25)---ZOLINZA(0.325),0
CYTARABINE HYDROCHLORIDE(0.0)---1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0),0
CYTARABINE HYDROCHLORIDE(0.0)---1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0),0
CYTARABINE HYDROCHLORIDE(0.0)---34793-34-5(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---34793-34-5(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---34793-34-5(2.0),0
CYTARABINE HYDROCHLORIDE(0.0)---34793-34-5(20.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ADM HYDROCHLORIDE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ADM HYDROCHLORIDE(0.005),0
CYTARABINE HYDROCHLORIDE(0.0)---ADM HYDROCHLORIDE(0.05),0
CYTARABINE HYDROCHLORIDE(0.0)---ALLOPURINOL(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ALLOPURINOL(0.1),0
CYTARABINE HYDROCHLORIDE(0.0)---ALLOPURINOL(1.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ALLOPURINOL(10.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AMIFOSTINE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AMIFOSTINE(1.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AMIFOSTINE(10.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AMIFOSTINE(100.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(1.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(10.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(100.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ANASTROZOLE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ANASTROZOLE(0.001),0
CYTARABINE HYDROCHLORIDE(0.0)---ANASTROZOLE(0.01),0
CYTARABINE HYDROCHLORIDE(0.0)---ANASTROZOLE(0.1),0
CYTARABINE HYDROCHLORIDE(0.0)---ANTIBIOTIC AD 32(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ANTIBIOTIC AD 32(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---ANTIBIOTIC AY 22989(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ANTIBIOTIC AY 22989(0.001),0
CYTARABINE HYDROCHLORIDE(0.0)---ANTIBIOTIC AY 22989(0.01),0
CYTARABINE HYDROCHLORIDE(0.0)---ANTIBIOTIC AY 22989(0.1),0
CYTARABINE HYDROCHLORIDE(0.0)---ARSENIC TRIOXIDE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ARSENIC TRIOXIDE(0.06),0
CYTARABINE HYDROCHLORIDE(0.0)---AZACYTIDINE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---AZACYTIDINE(0.03),0
CYTARABINE HYDROCHLORIDE(0.0)---AZACYTIDINE(0.3),0
CYTARABINE HYDROCHLORIDE(0.0)---BENDAMUSTINE HYDROCHLORIDE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---BENDAMUSTINE HYDROCHLORIDE(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---BENDAMUSTINE HYDROCHLORIDE(2.0),0
CYTARABINE HYDROCHLORIDE(0.0)---BENDAMUSTINE HYDROCHLORIDE(20.0),0
CYTARABINE HYDROCHLORIDE(0.0)---BLEOMYCIN(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---BLEOMYCIN(0.01),0
CYTARABINE HYDROCHLORIDE(0.0)---BLEOMYCIN(0.1),0
CYTARABINE HYDROCHLORIDE(0.0)---BLEOMYCIN(1.0),0
CYTARABINE HYDROCHLORIDE(0.0)---BORTEZOMIB(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---BORTEZOMIB(0.003),0
CYTARABINE HYDROCHLORIDE(0.0)---BORTEZOMIB(0.03),0
CYTARABINE HYDROCHLORIDE(0.0)---BUSULFAN(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---BUSULFAN(0.5),0
CYTARABINE HYDROCHLORIDE(0.0)---BUSULFAN(5.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CARBOPLATIN(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CARBOPLATIN(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---CARBOPLATIN(2.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CARBOPLATIN(20.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CARMUSTINE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CARMUSTINE(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---CARMUSTINE(2.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CARMUSTINE(20.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CHEMBL17639(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CHEMBL17639(0.01),0
CYTARABINE HYDROCHLORIDE(0.0)---CHEMBL17639(0.1),0
CYTARABINE HYDROCHLORIDE(0.0)---CHEMBL277800(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CHEMBL277800(0.001),0
CYTARABINE HYDROCHLORIDE(0.0)---CHEMBL277800(0.01),0
CYTARABINE HYDROCHLORIDE(0.0)---CHEMBL277800(0.1),0
CYTARABINE HYDROCHLORIDE(0.0)---CISPLATINO(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CISPLATINO(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---CISPLATINO(2.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CO-V(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CO-V(0.01),0
CYTARABINE HYDROCHLORIDE(0.0)---CO-V(0.1),0
CYTARABINE HYDROCHLORIDE(0.0)---CO-V(1.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CYCLOPHOSPHAMIDE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CYCLOPHOSPHAMIDE(1.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CYCLOPHOSPHAMIDE(10.0),0
CYTARABINE HYDROCHLORIDE(0.0)---CYCLOPHOSPHAMIDE(100.0),0
CYTARABINE HYDROCHLORIDE(0.0)---DASATINIB(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---DASATINIB(0.001),0
CYTARABINE HYDROCHLORIDE(0.0)---DASATINIB(0.01),0
CYTARABINE HYDROCHLORIDE(0.0)---DASATINIB(0.1),0
CYTARABINE HYDROCHLORIDE(0.0)---DOCETAXEL(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---DOCETAXEL(0.0004),0
CYTARABINE HYDROCHLORIDE(0.0)---DOCETAXEL(0.004),0
CYTARABINE HYDROCHLORIDE(0.0)---DOCETAXEL(0.04),0
CYTARABINE HYDROCHLORIDE(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.05),0
CYTARABINE HYDROCHLORIDE(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),0
CYTARABINE HYDROCHLORIDE(0.0)---EMCYT (PHARMACIA)(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---EMCYT (PHARMACIA)(1.0),0
CYTARABINE HYDROCHLORIDE(0.0)---EMCYT (PHARMACIA)(10.0),0
CYTARABINE HYDROCHLORIDE(0.0)---EMCYT (PHARMACIA)(100.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ERLOTINIB HYDROCHLORIDE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---ERLOTINIB HYDROCHLORIDE(0.02),0
CYTARABINE HYDROCHLORIDE(0.0)---ERLOTINIB HYDROCHLORIDE(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---ERLOTINIB HYDROCHLORIDE(2.0),0
CYTARABINE HYDROCHLORIDE(0.0)---FLUDARABINE BASE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---FLUDARABINE BASE(0.06),0
CYTARABINE HYDROCHLORIDE(0.0)---FLUDARABINE BASE(0.6),0
CYTARABINE HYDROCHLORIDE(0.0)---FULVESTRANT(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---FULVESTRANT(0.04),0
CYTARABINE HYDROCHLORIDE(0.0)---FULVESTRANT(0.4),0
CYTARABINE HYDROCHLORIDE(0.0)---FULVESTRANT(4.0),0
CYTARABINE HYDROCHLORIDE(0.0)---GEMZAR (LILLY)(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---GEMZAR (LILLY)(0.0001),0
CYTARABINE HYDROCHLORIDE(0.0)---GEMZAR (LILLY)(0.001),0
CYTARABINE HYDROCHLORIDE(0.0)---HYDROXYUREA(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---HYDROXYUREA(0.2),0
CYTARABINE HYDROCHLORIDE(0.0)---HYDROXYUREA(2.0),0
CYTARABINE HYDROCHLORIDE(0.0)---HYDROXYUREA(20.0),0
CYTARABINE HYDROCHLORIDE(0.0)---IFOSFAMIDE(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---IFOSFAMIDE(1.0),0
CYTARABINE HYDROCHLORIDE(0.0)---IFOSFAMIDE(10.0),0
CYTARABINE HYDROCHLORIDE(0.0)---IFOSFAMIDE(100.0),0
CYTARABINE HYDROCHLORIDE(0.0)---IMATINIB(0.0),0
CYTARABINE HYDROCHLORIDE(0.0)---IMATINIB(0.05),0
