variable,label
ADM HYDROCHLORIDE(0.5)---NAVELBINE DITARTRATE (TN)(5.0),3
ADM HYDROCHLORIDE(0.5)---NSC-127716(0.0),3
ADM HYDROCHLORIDE(0.5)---NSC-127716(0.003),3
ADM HYDROCHLORIDE(0.5)---NSC-127716(0.03),3
ADM HYDROCHLORIDE(0.5)---NSC-127716(0.3),3
ADM HYDROCHLORIDE(0.5)---NSC141540(0.3),3
ADM HYDROCHLORIDE(0.5)---NSC141540(3.0),3
ADM HYDROCHLORIDE(0.5)---PROCARBAZINE HYDROCHLORIDE(10.0),3
ADM HYDROCHLORIDE(0.5)---QUINACRINE HYDROCHLORIDE(3.0),3
ADM HYDROCHLORIDE(0.5)---TENIPOSIDE(0.3),3
ADM HYDROCHLORIDE(0.5)---TENIPOSIDE(3.0),3
ADM HYDROCHLORIDE(0.5)---THIOGUANINE(3.0),3
ADM HYDROCHLORIDE(0.5)---TOPOTECAN HYDROCHLORIDE(0.1),3
ADM HYDROCHLORIDE(0.5)---VINBLASTINE SULFATE(0.0),3
ADM HYDROCHLORIDE(0.5)---VINBLASTINE SULFATE(0.0003),3
ADM HYDROCHLORIDE(0.5)---VINBLASTINE SULFATE(0.003),3
ADM HYDROCHLORIDE(0.5)---VINBLASTINE SULFATE(0.03),3
ALLOPURINOL(0.0)---CISPLATINO(2.0),3
ALLOPURINOL(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ALLOPURINOL(0.0)---IXABEPILONE(0.03),3
ALLOPURINOL(0.0)---QUINACRINE HYDROCHLORIDE(3.0),3
ALLOPURINOL(0.1)---ARSENIC TRIOXIDE(0.6),3
ALLOPURINOL(0.1)---CISPLATINO(2.0),3
ALLOPURINOL(0.1)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ALLOPURINOL(0.1)---IXABEPILONE(0.03),3
ALLOPURINOL(0.1)---QUINACRINE HYDROCHLORIDE(3.0),3
ALLOPURINOL(1.0)---ARSENIC TRIOXIDE(0.6),3
ALLOPURINOL(1.0)---CISPLATINO(2.0),3
ALLOPURINOL(1.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ALLOPURINOL(1.0)---IXABEPILONE(0.03),3
ALLOPURINOL(1.0)---MITOMYCINE(0.5),3
ALLOPURINOL(1.0)---QUINACRINE HYDROCHLORIDE(3.0),3
ALLOPURINOL(10.0)---ARSENIC TRIOXIDE(0.6),3
ALLOPURINOL(10.0)---CISPLATINO(2.0),3
ALLOPURINOL(10.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ALLOPURINOL(10.0)---IXABEPILONE(0.03),3
ALLOPURINOL(10.0)---QUINACRINE HYDROCHLORIDE(3.0),3
ALTRETAMINE(0.0)---ANTIBIOTIC AY 22989(0.005),3
ALTRETAMINE(0.0)---BLEOMYCIN(0.1),3
ALTRETAMINE(0.0)---CYTARABINE HYDROCHLORIDE(0.5),3
ALTRETAMINE(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(1.0),3
ALTRETAMINE(0.0)---FLUDARABINE BASE(6.0),3
ALTRETAMINE(0.0)---MELPHALAN HYDROCHLORIDE(10.0),3
ALTRETAMINE(0.0)---METHOTREXATE(0.3),3
ALTRETAMINE(0.0)---NSC-127716(0.1),3
ALTRETAMINE(0.0)---NSC-127716(1.0),3
ALTRETAMINE(0.0)---THIOGUANINE(1.0),3
ALTRETAMINE(0.0)---TOPOTECAN HYDROCHLORIDE(0.05),3
ALTRETAMINE(0.75)---ACTINOMYCIN D(0.01),3
ALTRETAMINE(0.75)---ANTIBIOTIC AY 22989(0.005),3
ALTRETAMINE(0.75)---CYTARABINE HYDROCHLORIDE(0.5),3
ALTRETAMINE(0.75)---MELPHALAN HYDROCHLORIDE(10.0),3
ALTRETAMINE(0.75)---METHOTREXATE(0.3),3
ALTRETAMINE(0.75)---NSC-127716(0.1),3
ALTRETAMINE(0.75)---NSC-127716(1.0),3
ALTRETAMINE(0.75)---THIOGUANINE(1.0),3
ALTRETAMINE(0.75)---TOPOTECAN HYDROCHLORIDE(0.05),3
ALTRETAMINE(7.5)---ACTINOMYCIN D(0.01),3
ALTRETAMINE(7.5)---ANTIBIOTIC AY 22989(0.005),3
ALTRETAMINE(7.5)---BLEOMYCIN(0.1),3
ALTRETAMINE(7.5)---CYTARABINE HYDROCHLORIDE(0.5),3
ALTRETAMINE(7.5)---MELPHALAN HYDROCHLORIDE(10.0),3
ALTRETAMINE(7.5)---METHOTREXATE(0.3),3
ALTRETAMINE(7.5)---NSC-127716(0.1),3
ALTRETAMINE(7.5)---NSC-127716(1.0),3
ALTRETAMINE(7.5)---THIOGUANINE(1.0),3
ALTRETAMINE(7.5)---TOPOTECAN HYDROCHLORIDE(0.05),3
ALTRETAMINE(75.0)---ANTIBIOTIC AY 22989(0.005),3
ALTRETAMINE(75.0)---BLEOMYCIN(0.1),3
ALTRETAMINE(75.0)---CYTARABINE HYDROCHLORIDE(0.5),3
ALTRETAMINE(75.0)---DASATINIB(0.1),3
ALTRETAMINE(75.0)---DOCETAXEL(0.003),3
ALTRETAMINE(75.0)---MELPHALAN HYDROCHLORIDE(10.0),3
ALTRETAMINE(75.0)---METHOTREXATE(0.3),3
ALTRETAMINE(75.0)---NSC-127716(0.1),3
ALTRETAMINE(75.0)---NSC-127716(1.0),3
ALTRETAMINE(75.0)---ROMIDEPSIN(0.001),3
ALTRETAMINE(75.0)---THIOGUANINE(1.0),3
ALTRETAMINE(75.0)---TOPOTECAN HYDROCHLORIDE(0.05),3
ALTRETAMINE(75.0)---VINCRISTINE SULFATE(0.03),3
AMIFOSTINE(0.0)---ARSENIC TRIOXIDE(6.0),3
AMIFOSTINE(0.0)---CISPLATINO(20.0),3
AMIFOSTINE(0.0)---IXABEPILONE(0.03),3
AMIFOSTINE(0.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
AMIFOSTINE(1.0)---ARSENIC TRIOXIDE(6.0),3
AMIFOSTINE(1.0)---CISPLATINO(20.0),3
AMIFOSTINE(1.0)---IXABEPILONE(0.03),3
AMIFOSTINE(1.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
AMIFOSTINE(10.0)---ARSENIC TRIOXIDE(6.0),3
AMIFOSTINE(10.0)---CISPLATINO(20.0),3
AMIFOSTINE(10.0)---EMCYT (PHARMACIA)(100.0),3
AMIFOSTINE(10.0)---IXABEPILONE(0.03),3
AMIFOSTINE(10.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
AMIFOSTINE(100.0)---ARSENIC TRIOXIDE(6.0),3
AMIFOSTINE(100.0)---CISPLATINO(20.0),3
AMIFOSTINE(100.0)---IXABEPILONE(0.03),3
AMIFOSTINE(100.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
AMINOLEVULINIC ACID HYDROCHLORIDE(0.0)---PIPOBROMAN(30.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(0.0)---QUINACRINE HYDROCHLORIDE(3.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(1.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(1.0)---MITOMYCINE(0.5),3
AMINOLEVULINIC ACID HYDROCHLORIDE(1.0)---PIPOBROMAN(30.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(1.0)---QUINACRINE HYDROCHLORIDE(3.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(10.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(10.0)---MITOMYCINE(0.5),3
AMINOLEVULINIC ACID HYDROCHLORIDE(10.0)---PIPOBROMAN(30.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(10.0)---QUINACRINE HYDROCHLORIDE(3.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---ALLOPURINOL(0.1),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---ALLOPURINOL(10.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---BORTEZOMIB(0.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---BORTEZOMIB(0.003),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---BORTEZOMIB(0.03),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---BUSULFAN(50.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---CISPLATINO(2.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---EMCYT (PHARMACIA)(0.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---EMCYT (PHARMACIA)(10.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---METHOXSALEN(0.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---METHOXSALEN(0.06),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---METHOXSALEN(0.6),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---METHOXSALEN(6.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---MITOMYCINE(0.05),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---MITOMYCINE(0.5),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---NSC-127716(0.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---NSC-127716(0.003),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---NSC-127716(0.03),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---NSC-127716(0.3),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---PIPOBROMAN(30.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---QUINACRINE HYDROCHLORIDE(0.03),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---QUINACRINE HYDROCHLORIDE(3.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---TOPOTECAN HYDROCHLORIDE(0.0),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---TOPOTECAN HYDROCHLORIDE(0.001),3
AMINOLEVULINIC ACID HYDROCHLORIDE(100.0)---TOPOTECAN HYDROCHLORIDE(0.01),3
ANASTROZOLE(0.0)---ARSENIC TRIOXIDE(0.6),3
ANASTROZOLE(0.0)---AZACYTIDINE(3.0),3
ANASTROZOLE(0.0)---CHEMBL277800(0.1),3
ANASTROZOLE(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ANASTROZOLE(0.0)---GEMZAR (LILLY)(0.01),3
ANASTROZOLE(0.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
ANASTROZOLE(0.0)---MERCAPTOPURINE(2.0),3
ANASTROZOLE(0.0)---MITOMYCINE(0.5),3
ANASTROZOLE(0.0)---PIPOBROMAN(30.0),3
ANASTROZOLE(0.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
ANASTROZOLE(0.001)---ARSENIC TRIOXIDE(0.6),3
ANASTROZOLE(0.001)---AZACYTIDINE(3.0),3
ANASTROZOLE(0.001)---CHEMBL277800(0.1),3
ANASTROZOLE(0.001)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ANASTROZOLE(0.001)---GEMZAR (LILLY)(0.01),3
ANASTROZOLE(0.001)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
ANASTROZOLE(0.001)---MERCAPTOPURINE(2.0),3
ANASTROZOLE(0.001)---MITOMYCINE(0.5),3
ANASTROZOLE(0.001)---NSC-127716(0.3),3
ANASTROZOLE(0.001)---PIPOBROMAN(30.0),3
ANASTROZOLE(0.001)---TOPOTECAN HYDROCHLORIDE(0.1),3
ANASTROZOLE(0.01)---ARSENIC TRIOXIDE(0.6),3
ANASTROZOLE(0.01)---AZACYTIDINE(3.0),3
ANASTROZOLE(0.01)---CHEMBL277800(0.1),3
ANASTROZOLE(0.01)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ANASTROZOLE(0.01)---GEMZAR (LILLY)(0.01),3
ANASTROZOLE(0.01)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
ANASTROZOLE(0.01)---MERCAPTOPURINE(2.0),3
ANASTROZOLE(0.01)---MITOMYCINE(0.5),3
ANASTROZOLE(0.01)---NSC-127716(0.3),3
ANASTROZOLE(0.01)---PIPOBROMAN(30.0),3
ANASTROZOLE(0.01)---TOPOTECAN HYDROCHLORIDE(0.1),3
ANASTROZOLE(0.1)---ARSENIC TRIOXIDE(0.6),3
ANASTROZOLE(0.1)---AZACYTIDINE(3.0),3
ANASTROZOLE(0.1)---CHEMBL277800(0.1),3
ANASTROZOLE(0.1)---GEMZAR (LILLY)(0.01),3
ANASTROZOLE(0.1)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
ANASTROZOLE(0.1)---MERCAPTOPURINE(2.0),3
ANASTROZOLE(0.1)---MITOMYCINE(0.5),3
ANASTROZOLE(0.1)---NSC-127716(0.3),3
ANASTROZOLE(0.1)---PIPOBROMAN(30.0),3
ANASTROZOLE(0.1)---TOPOTECAN HYDROCHLORIDE(0.1),3
ANTIBIOTIC AD 32(0.0)---AZACYTIDINE(3.0),3
ANTIBIOTIC AD 32(0.0)---BORTEZOMIB(0.03),3
ANTIBIOTIC AD 32(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ANTIBIOTIC AD 32(0.0)---IXABEPILONE(0.03),3
ANTIBIOTIC AD 32(0.0)---IXABEPILONE(0.3),3
ANTIBIOTIC AD 32(0.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
ANTIBIOTIC AD 32(0.0)---MERCAPTOPURINE(2.0),3
ANTIBIOTIC AD 32(0.0)---METHOTREXATE(0.1),3
ANTIBIOTIC AD 32(0.0)---MITOMYCINE(0.5),3
ANTIBIOTIC AD 32(0.0)---PIPOBROMAN(30.0),3
ANTIBIOTIC AD 32(0.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
ANTIBIOTIC AD 32(0.0)---TRIETHYLENEMELAMINE(5.0),3
ANTIBIOTIC AD 32(0.0)---ZOLINZA(1.0),3
ANTIBIOTIC AD 32(0.2)---AZACYTIDINE(3.0),3
ANTIBIOTIC AD 32(0.2)---DOCETAXEL(0.04),3
ANTIBIOTIC AD 32(0.2)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ANTIBIOTIC AD 32(0.2)---IXABEPILONE(0.03),3
ANTIBIOTIC AD 32(0.2)---IXABEPILONE(0.3),3
ANTIBIOTIC AD 32(0.2)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
ANTIBIOTIC AD 32(0.2)---MERCAPTOPURINE(2.0),3
ANTIBIOTIC AD 32(0.2)---METHOTREXATE(0.1),3
ANTIBIOTIC AD 32(0.2)---MITOMYCINE(0.5),3
ANTIBIOTIC AD 32(0.2)---PIPOBROMAN(30.0),3
ANTIBIOTIC AD 32(0.2)---TOPOTECAN HYDROCHLORIDE(0.1),3
ANTIBIOTIC AD 32(0.2)---TRIETHYLENEMELAMINE(5.0),3
ANTIBIOTIC AD 32(0.2)---ZOLINZA(1.0),3
ANTIBIOTIC AD 32(2.0)---ALLOPURINOL(0.0),3
ANTIBIOTIC AD 32(2.0)---ALLOPURINOL(10.0),3
ANTIBIOTIC AD 32(2.0)---AMIFOSTINE(1.0),3
ANTIBIOTIC AD 32(2.0)---AMIFOSTINE(10.0),3
ANTIBIOTIC AD 32(2.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(0.0),3
ANTIBIOTIC AD 32(2.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(10.0),3
ANTIBIOTIC AD 32(2.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(100.0),3
ANTIBIOTIC AD 32(2.0)---ANASTROZOLE(0.0),3
ANTIBIOTIC AD 32(2.0)---ANASTROZOLE(0.01),3
ANTIBIOTIC AD 32(2.0)---ANASTROZOLE(0.1),3
ANTIBIOTIC AD 32(2.0)---ANTIBIOTIC AY 22989(0.01),3
ANTIBIOTIC AD 32(2.0)---ANTIBIOTIC AY 22989(0.1),3
ANTIBIOTIC AD 32(2.0)---AZACYTIDINE(0.3),3
ANTIBIOTIC AD 32(2.0)---AZACYTIDINE(3.0),3
ANTIBIOTIC AD 32(2.0)---BORTEZOMIB(0.0),3
ANTIBIOTIC AD 32(2.0)---BORTEZOMIB(0.003),3
ANTIBIOTIC AD 32(2.0)---CISPLATINO(2.0),3
ANTIBIOTIC AD 32(2.0)---CO-V(0.01),3
ANTIBIOTIC AD 32(2.0)---CO-V(0.1),3
ANTIBIOTIC AD 32(2.0)---DOCETAXEL(0.004),3
ANTIBIOTIC AD 32(2.0)---DOCETAXEL(0.04),3
ANTIBIOTIC AD 32(2.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.0),3
ANTIBIOTIC AD 32(2.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ANTIBIOTIC AD 32(2.0)---ERLOTINIB HYDROCHLORIDE(0.0),3
ANTIBIOTIC AD 32(2.0)---ERLOTINIB HYDROCHLORIDE(0.02),3
ANTIBIOTIC AD 32(2.0)---ERLOTINIB HYDROCHLORIDE(0.2),3
ANTIBIOTIC AD 32(2.0)---ERLOTINIB HYDROCHLORIDE(2.0),3
ANTIBIOTIC AD 32(2.0)---IFOSFAMIDE(100.0),3
ANTIBIOTIC AD 32(2.0)---IXABEPILONE(0.003),3
ANTIBIOTIC AD 32(2.0)---IXABEPILONE(0.03),3
ANTIBIOTIC AD 32(2.0)---IXABEPILONE(0.3),3
ANTIBIOTIC AD 32(2.0)---MECHLORETHAMINE HYDROCHLORIDE(0.0),3
ANTIBIOTIC AD 32(2.0)---MECHLORETHAMINE HYDROCHLORIDE(0.05),3
ANTIBIOTIC AD 32(2.0)---MECHLORETHAMINE HYDROCHLORIDE(0.5),3
ANTIBIOTIC AD 32(2.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
ANTIBIOTIC AD 32(2.0)---MERCAPTOPURINE(0.02),3
ANTIBIOTIC AD 32(2.0)---MERCAPTOPURINE(2.0),3
ANTIBIOTIC AD 32(2.0)---METHOTREXATE(0.1),3
ANTIBIOTIC AD 32(2.0)---METHOXSALEN(0.0),3
ANTIBIOTIC AD 32(2.0)---METHOXSALEN(0.06),3
ANTIBIOTIC AD 32(2.0)---METHOXSALEN(0.6),3
ANTIBIOTIC AD 32(2.0)---METHOXSALEN(6.0),3
ANTIBIOTIC AD 32(2.0)---MITOMYCINE(0.5),3
ANTIBIOTIC AD 32(2.0)---PIPOBROMAN(0.0),3
ANTIBIOTIC AD 32(2.0)---PIPOBROMAN(0.3),3
ANTIBIOTIC AD 32(2.0)---PIPOBROMAN(3.0),3
ANTIBIOTIC AD 32(2.0)---PIPOBROMAN(30.0),3
ANTIBIOTIC AD 32(2.0)---PROCARBAZINE HYDROCHLORIDE(0.0),3
ANTIBIOTIC AD 32(2.0)---PROCARBAZINE HYDROCHLORIDE(0.1),3
ANTIBIOTIC AD 32(2.0)---PROCARBAZINE HYDROCHLORIDE(1.0),3
ANTIBIOTIC AD 32(2.0)---PROCARBAZINE HYDROCHLORIDE(10.0),3
ANTIBIOTIC AD 32(2.0)---QUINACRINE HYDROCHLORIDE(3.0),3
ANTIBIOTIC AD 32(2.0)---ROMIDEPSIN(0.0),3
ANTIBIOTIC AD 32(2.0)---ROMIDEPSIN(0.0001),3
ANTIBIOTIC AD 32(2.0)---ROMIDEPSIN(0.001),3
ANTIBIOTIC AD 32(2.0)---THALIDOMIDE(0.0),3
ANTIBIOTIC AD 32(2.0)---THALIDOMIDE(0.1),3
ANTIBIOTIC AD 32(2.0)---THALIDOMIDE(1.0),3
ANTIBIOTIC AD 32(2.0)---THALIDOMIDE(10.0),3
ANTIBIOTIC AD 32(2.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
ANTIBIOTIC AD 32(2.0)---TRIETHYLENEMELAMINE(0.0),3
ANTIBIOTIC AD 32(2.0)---TRIETHYLENEMELAMINE(0.05),3
ANTIBIOTIC AD 32(2.0)---TRIETHYLENEMELAMINE(0.5),3
ANTIBIOTIC AD 32(2.0)---ZOLEDRONIC ACID(0.0),3
ANTIBIOTIC AD 32(2.0)---ZOLEDRONIC ACID(0.01),3
ANTIBIOTIC AD 32(2.0)---ZOLEDRONIC ACID(0.1),3
ANTIBIOTIC AD 32(2.0)---ZOLEDRONIC ACID(1.0),3
ANTIBIOTIC AD 32(2.0)---ZOLINZA(0.01),3
ANTIBIOTIC AD 32(2.0)---ZOLINZA(0.1),3
ANTIBIOTIC AD 32(2.0)---ZOLINZA(1.0),3
ANTIBIOTIC AD 32(20.0)---1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.0),3
ANTIBIOTIC AD 32(20.0)---1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2),3
ANTIBIOTIC AD 32(20.0)---ANASTROZOLE(0.0),3
ANTIBIOTIC AD 32(20.0)---ANASTROZOLE(0.001),3
ANTIBIOTIC AD 32(20.0)---ANASTROZOLE(0.01),3
ANTIBIOTIC AD 32(20.0)---ANASTROZOLE(0.1),3
ANTIBIOTIC AD 32(20.0)---ARSENIC TRIOXIDE(0.0),3
ANTIBIOTIC AD 32(20.0)---ARSENIC TRIOXIDE(0.06),3
ANTIBIOTIC AD 32(20.0)---ARSENIC TRIOXIDE(0.6),3
ANTIBIOTIC AD 32(20.0)---AZACYTIDINE(0.0),3
ANTIBIOTIC AD 32(20.0)---BENDAMUSTINE HYDROCHLORIDE(0.0),3
ANTIBIOTIC AD 32(20.0)---BENDAMUSTINE HYDROCHLORIDE(0.2),3
ANTIBIOTIC AD 32(20.0)---BENDAMUSTINE HYDROCHLORIDE(2.0),3
ANTIBIOTIC AD 32(20.0)---CARMUSTINE(0.0),3
ANTIBIOTIC AD 32(20.0)---CARMUSTINE(0.2),3
ANTIBIOTIC AD 32(20.0)---CARMUSTINE(2.0),3
ANTIBIOTIC AD 32(20.0)---CARMUSTINE(20.0),3
ANTIBIOTIC AD 32(20.0)---CHEMBL277800(0.0),3
ANTIBIOTIC AD 32(20.0)---CHEMBL277800(0.001),3
ANTIBIOTIC AD 32(20.0)---CHEMBL277800(0.01),3
ANTIBIOTIC AD 32(20.0)---CHEMBL277800(0.1),3
ANTIBIOTIC AD 32(20.0)---DOCETAXEL(0.0),3
ANTIBIOTIC AD 32(20.0)---DOCETAXEL(0.004),3
ANTIBIOTIC AD 32(20.0)---DOCETAXEL(0.04),3
ANTIBIOTIC AD 32(20.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.05),3
ANTIBIOTIC AD 32(20.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),3
ANTIBIOTIC AD 32(20.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ANTIBIOTIC AD 32(20.0)---IMIQUIMOD(0.0),3
ANTIBIOTIC AD 32(20.0)---IMIQUIMOD(0.0007),3
ANTIBIOTIC AD 32(20.0)---IMIQUIMOD(0.007),3
ANTIBIOTIC AD 32(20.0)---IMIQUIMOD(0.07),3
ANTIBIOTIC AD 32(20.0)---IXABEPILONE(0.03),3
ANTIBIOTIC AD 32(20.0)---MECHLORETHAMINE HYDROCHLORIDE(0.0),3
ANTIBIOTIC AD 32(20.0)---MECHLORETHAMINE HYDROCHLORIDE(0.05),3
ANTIBIOTIC AD 32(20.0)---MECHLORETHAMINE HYDROCHLORIDE(0.5),3
ANTIBIOTIC AD 32(20.0)---METHOTREXATE(0.0),3
ANTIBIOTIC AD 32(20.0)---METHOTREXATE(0.001),3
ANTIBIOTIC AD 32(20.0)---METHOTREXATE(0.01),3
ANTIBIOTIC AD 32(20.0)---METHOTREXATE(0.1),3
ANTIBIOTIC AD 32(20.0)---NSC 85998(0.0),3
ANTIBIOTIC AD 32(20.0)---NSC 85998(1.0),3
ANTIBIOTIC AD 32(20.0)---NSC 85998(10.0),3
ANTIBIOTIC AD 32(20.0)---NSC 85998(100.0),3
ANTIBIOTIC AD 32(20.0)---NSC-127716(0.0),3
ANTIBIOTIC AD 32(20.0)---NSC-127716(0.003),3
ANTIBIOTIC AD 32(20.0)---NSC-127716(0.03),3
ANTIBIOTIC AD 32(20.0)---NSC-127716(0.3),3
ANTIBIOTIC AD 32(20.0)---PIPOBROMAN(0.0),3
ANTIBIOTIC AD 32(20.0)---PIPOBROMAN(0.3),3
ANTIBIOTIC AD 32(20.0)---PIPOBROMAN(3.0),3
ANTIBIOTIC AD 32(20.0)---PIPOBROMAN(30.0),3
ANTIBIOTIC AD 32(20.0)---PRALATREXATE(0.0),3
ANTIBIOTIC AD 32(20.0)---PRALATREXATE(0.0006),3
ANTIBIOTIC AD 32(20.0)---PRALATREXATE(6e-05),3
ANTIBIOTIC AD 32(20.0)---PRALATREXATE(6e-06),3
ANTIBIOTIC AD 32(20.0)---PROCARBAZINE HYDROCHLORIDE(0.0),3
ANTIBIOTIC AD 32(20.0)---PROCARBAZINE HYDROCHLORIDE(0.1),3
ANTIBIOTIC AD 32(20.0)---PROCARBAZINE HYDROCHLORIDE(1.0),3
ANTIBIOTIC AD 32(20.0)---PROCARBAZINE HYDROCHLORIDE(10.0),3
ANTIBIOTIC AD 32(20.0)---ROMIDEPSIN(0.0),3
ANTIBIOTIC AD 32(20.0)---ROMIDEPSIN(0.0001),3
ANTIBIOTIC AD 32(20.0)---ROMIDEPSIN(0.001),3
ANTIBIOTIC AD 32(20.0)---THALIDOMIDE(0.0),3
ANTIBIOTIC AD 32(20.0)---THALIDOMIDE(0.1),3
ANTIBIOTIC AD 32(20.0)---THALIDOMIDE(1.0),3
ANTIBIOTIC AD 32(20.0)---THALIDOMIDE(10.0),3
ANTIBIOTIC AD 32(20.0)---TOPOTECAN HYDROCHLORIDE(0.0),3
ANTIBIOTIC AD 32(20.0)---TOPOTECAN HYDROCHLORIDE(0.001),3
ANTIBIOTIC AD 32(20.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
ANTIBIOTIC AD 32(20.0)---ZOLEDRONIC ACID(0.0),3
ANTIBIOTIC AD 32(20.0)---ZOLEDRONIC ACID(0.01),3
ANTIBIOTIC AD 32(20.0)---ZOLEDRONIC ACID(0.1),3
ANTIBIOTIC AD 32(20.0)---ZOLEDRONIC ACID(1.0),3
ANTIBIOTIC AY 22989(0.0)---ADM HYDROCHLORIDE(0.5),3
ANTIBIOTIC AY 22989(0.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(100.0),3
ANTIBIOTIC AY 22989(0.0)---ANTIBIOTIC AD 32(20.0),3
ANTIBIOTIC AY 22989(0.0)---AZACYTIDINE(3.0),3
ANTIBIOTIC AY 22989(0.0)---BLEOMYCIN(1.0),3
ANTIBIOTIC AY 22989(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
ANTIBIOTIC AY 22989(0.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
ANTIBIOTIC AY 22989(0.0)---METHOTREXATE(0.01),3
ANTIBIOTIC AY 22989(0.0)---METHOTREXATE(0.1),3
ANTIBIOTIC AY 22989(0.0)---MITOMYCINE(0.05),3
ANTIBIOTIC AY 22989(0.0)---QUINACRINE HYDROCHLORIDE(3.0),3
ANTIBIOTIC AY 22989(0.0)---SN-38(0.01),3
ANTIBIOTIC AY 22989(0.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
